fmun;fregi;ano;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;registro_ocorrencias
Porto Real;Sul Fluminense;2015;2;0;0;2;0;2;0;11;0;6;1;4;1;1;12;1;4;0;79
Quatis;Sul Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Queimados;Metropolitana do Rio de Janeiro;2015;7;0;0;7;0;7;2;66;3;9;1;6;3;3;19;4;20;1;463
Quissamã;Norte Fluminense;2015;1;0;0;1;0;1;0;14;1;1;1;0;0;3;2;1;0;0;56
Resende;Sul Fluminense;2015;1;0;0;1;0;1;7;41;6;21;4;13;4;3;34;6;28;0;421
Rio Bonito;Baixadas Litorâneas;2015;0;0;0;0;0;0;0;21;1;6;2;3;1;1;6;1;3;0;148
Rio Claro;Sul Fluminense;2015;0;0;0;0;0;0;0;3;0;5;4;1;0;1;1;0;1;0;38
Rio das Flores;Sul Fluminense;2015;0;0;0;0;0;0;0;5;0;1;1;0;0;0;0;0;0;0;18
Rio das Ostras;Baixadas Litorâneas;2015;6;0;0;6;0;6;4;48;1;18;6;10;2;8;26;4;10;1;491
Rio de Janeiro;Metropolitana do Rio de Janeiro;2015;86;1;5;92;30;122;233;2285;140;913;432;382;106;902;1103;356;713;37;30060
Santa Maria Madalena;Norte Fluminense;2015;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;22
Santo Antônio de Pádua;Noroeste Fluminense;2015;3;0;0;3;0;3;1;21;0;22;17;3;2;4;14;0;5;0;173
São Francisco de Itabapoana;Norte Fluminense;2015;1;0;0;1;0;1;1;8;2;3;0;2;1;4;6;0;1;0;99
São Fidélis;Norte Fluminense;2015;1;0;0;1;0;1;1;19;0;5;2;3;0;1;13;0;2;0;91
São Gonçalo;Metropolitana do Rio de Janeiro;2015;30;0;0;30;10;40;24;271;24;109;14;90;7;215;179;59;56;1;3586
São João da Barra;Norte Fluminense;2015;0;0;0;0;0;0;0;24;0;11;6;4;2;1;15;0;0;1;146
São João de Meriti;Metropolitana do Rio de Janeiro;2015;12;0;1;13;2;15;11;149;13;39;4;34;2;76;80;20;19;3;1621
São José de Ubá;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Vale do Rio Preto;Centro Fluminense;2015;0;0;0;0;0;0;0;3;1;2;1;2;0;1;3;0;2;0;43
São Pedro da Aldeia;Baixadas Litorâneas;2015;2;1;0;3;0;3;0;20;1;8;3;2;3;2;3;1;15;0;226
São Sebastião do Alto;Centro Fluminense;2015;0;0;0;0;0;0;0;2;0;2;1;0;1;0;3;0;1;0;31
Sapucaia;Centro Fluminense;2015;0;0;0;0;0;0;0;5;0;4;1;2;1;0;3;0;3;0;45
Saquarema;Baixadas Litorâneas;2015;0;0;0;0;0;0;3;27;1;6;5;1;0;7;5;1;4;0;210
Seropédica;Metropolitana do Rio de Janeiro;2015;3;0;1;4;0;4;3;34;4;10;3;7;0;15;17;3;4;0;251
Silva Jardim;Baixadas Litorâneas;2015;0;0;0;0;0;0;0;9;2;2;0;2;0;0;5;0;6;0;64
Sumidouro;Centro Fluminense;2015;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;31
Tanguá;Metropolitana do Rio de Janeiro;2015;1;0;0;1;0;1;0;11;1;7;1;6;0;3;9;6;2;1;76
Teresópolis;Centro Fluminense;2015;0;0;0;0;0;0;2;89;6;31;20;10;3;8;30;6;7;1;554
Trajano de Moraes;Centro Fluminense;2015;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;23
Três Rios;Centro Fluminense;2015;0;0;0;0;0;0;4;40;1;86;69;17;0;2;41;0;17;0;409
Valença;Sul Fluminense;2015;1;0;0;1;0;1;0;19;3;6;5;2;0;0;8;0;3;1;135
Varre-Sai;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vassouras;Centro Fluminense;2015;2;0;0;2;0;2;1;12;1;7;2;5;0;1;2;0;3;0;90
Volta Redonda;Sul Fluminense;2015;4;0;0;4;0;4;2;80;8;57;15;39;5;6;71;13;20;0;760
Angra dos Reis;Sul Fluminense;2015;9;0;0;9;1;10;12;91;15;29;10;17;2;10;60;5;18;1;487
Aperibé;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Araruama;Baixadas Litorâneas;2015;7;0;0;7;0;7;5;37;8;21;9;11;1;10;25;5;9;0;416
Areal;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Armação dos Búzios;Baixadas Litorâneas;2015;1;0;0;1;1;2;2;10;2;12;3;6;3;3;6;2;6;0;183
Arraial do Cabo;Baixadas Litorâneas;2015;2;0;0;2;0;2;0;24;0;7;3;3;1;1;9;0;1;0;111
Barra do Piraí;Sul Fluminense;2015;1;0;0;1;0;1;1;47;2;30;16;14;0;1;25;4;12;2;257
Barra Mansa;Sul Fluminense;2015;3;0;0;3;0;3;3;76;2;27;5;22;1;6;42;14;18;1;467
Belford Roxo;Metropolitana do Rio de Janeiro;2015;14;0;0;14;2;16;18;120;15;34;3;30;1;64;64;30;64;0;1027
Bom Jardim;Centro Fluminense;2015;0;0;0;0;0;0;0;8;0;1;1;0;0;1;2;0;3;0;53
Bom Jesus do Itabapoana;Noroeste Fluminense;2015;0;0;0;0;0;0;1;22;0;8;5;3;0;0;14;0;2;0;108
Cabo Frio;Baixadas Litorâneas;2015;12;0;0;12;1;13;11;84;3;77;26;51;5;7;63;30;18;0;731
Cachoeiras de Macacu;Centro Fluminense;2015;0;0;0;0;0;0;3;17;1;13;1;10;2;3;6;1;3;0;151
Cambuci;Noroeste Fluminense;2015;1;0;0;1;0;1;0;7;0;5;3;2;0;0;3;0;2;0;29
Carapebus;Norte Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comendador Levy Gasparian;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes;Norte Fluminense;2015;20;0;1;21;0;21;23;108;15;106;39;58;11;25;140;31;39;4;1254
Cantagalo;Centro Fluminense;2015;0;0;0;0;0;0;0;8;0;6;5;1;0;0;2;0;4;0;45
Cardoso Moreira;Norte Fluminense;2015;0;0;0;0;0;0;0;17;3;12;9;2;1;2;7;0;4;0;82
Carmo;Centro Fluminense;2015;0;0;0;0;0;0;0;10;0;5;2;2;1;0;0;0;7;0;63
Casimiro de Abreu;Baixadas Litorâneas;2015;1;0;0;1;0;1;0;16;1;2;1;1;0;2;1;0;2;0;100
Conceição de Macabu;Norte Fluminense;2015;0;0;0;0;0;0;0;11;0;5;2;1;2;0;1;1;3;0;49
Cordeiro;Centro Fluminense;2015;0;0;0;0;0;0;0;5;0;8;7;0;1;0;4;0;2;0;91
Duas Barras;Centro Fluminense;2015;0;0;0;0;0;0;0;7;1;1;1;0;0;0;2;0;0;0;31
Duque de Caxias;Metropolitana do Rio de Janeiro;2015;27;0;0;27;2;29;27;337;19;66;10;53;6;148;152;36;68;0;3145
Engenheiro Paulo de Frontin;Sul Fluminense;2015;0;0;0;0;0;0;0;7;1;5;5;0;1;0;0;0;0;0;48
Guapimirim;Metropolitana do Rio de Janeiro;2015;2;0;0;2;0;2;1;26;2;4;2;3;0;7;11;3;6;0;159
Iguaba Grande;Baixadas Litorâneas;2015;0;0;0;0;0;0;0;14;1;4;2;2;0;0;5;0;1;0;94
Itaboraí;Metropolitana do Rio de Janeiro;2015;5;0;0;5;1;6;13;101;7;48;4;43;2;26;69;24;14;0;707
Itaguaí;Metropolitana do Rio de Janeiro;2015;4;0;0;4;0;4;4;37;2;19;4;13;2;23;25;9;11;0;573
Italva;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itaocara;Noroeste Fluminense;2015;2;0;0;2;0;2;1;11;1;10;6;3;1;1;5;0;0;1;75
Itaperuna;Noroeste Fluminense;2015;1;0;0;1;0;1;3;40;2;52;37;12;3;3;29;4;10;0;320
Itatiaia;Sul Fluminense;2015;1;0;0;1;0;1;1;20;0;122;118;4;0;0;6;2;2;1;226
Japeri;Metropolitana do Rio de Janeiro;2015;5;0;0;5;0;5;9;51;1;15;2;9;4;11;22;3;65;0;311
Laje do Muriaé;Noroeste Fluminense;2015;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;14
Macaé;Norte Fluminense;2015;7;0;0;7;0;7;9;87;4;33;5;26;3;10;47;15;5;0;770
Macuco;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magé;Metropolitana do Rio de Janeiro;2015;6;0;0;6;0;6;7;91;10;20;6;12;4;22;36;11;28;1;678
Mangaratiba;Sul Fluminense;2015;1;0;0;1;0;1;0;28;1;2;0;1;1;1;11;3;1;0;177
Maricá;Metropolitana do Rio de Janeiro;2015;3;0;0;3;0;3;7;66;5;10;6;4;0;14;34;3;9;0;604
Mendes;Sul Fluminense;2015;0;0;0;0;0;0;0;5;0;4;4;0;0;1;1;0;1;0;47
Mesquita;Metropolitana do Rio de Janeiro;2015;4;0;1;5;1;6;13;83;8;26;5;19;2;24;27;10;76;0;743
Miguel Pereira;Sul Fluminense;2015;0;0;0;0;0;0;0;17;1;19;9;8;2;2;16;0;9;0;153
Miracema;Noroeste Fluminense;2015;0;0;0;0;0;0;0;17;1;14;11;2;1;0;2;2;2;1;77
Natividade;Noroeste Fluminense;2015;0;0;0;0;0;0;1;7;0;5;3;1;1;2;2;0;1;0;70
Nilópolis;Metropolitana do Rio de Janeiro;2015;2;0;0;2;0;2;3;63;1;12;6;5;1;16;20;6;13;0;731
Niterói;Metropolitana do Rio de Janeiro;2015;6;0;1;7;8;15;12;207;15;86;20;64;2;61;130;38;78;10;2307
Nova Friburgo;Centro Fluminense;2015;1;0;0;1;1;2;1;82;3;32;15;17;2;11;40;9;19;1;660
Nova Iguaçu;Metropolitana do Rio de Janeiro;2015;35;0;0;35;0;35;7;288;25;60;8;49;4;99;110;49;102;2;2905
Paracambi;Metropolitana do Rio de Janeiro;2015;2;0;0;2;0;2;1;26;1;15;5;8;2;2;10;8;1;2;127
Paraíba do Sul;Centro Fluminense;2015;0;0;0;0;0;0;1;15;1;19;11;7;1;1;4;1;10;0;116
Paraty;Sul Fluminense;2015;0;0;0;0;0;0;0;11;1;8;2;6;0;1;14;2;2;1;150
Paty do Alferes;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petrópolis;Centro Fluminense;2015;1;0;0;1;0;1;1;103;7;70;28;37;5;23;51;10;51;1;780
Pinheiral;Sul Fluminense;2015;0;0;0;0;0;0;0;13;0;4;4;1;0;0;3;0;5;0;55
Piraí;Sul Fluminense;2015;1;0;0;1;0;1;0;17;0;12;1;10;1;0;13;1;7;1;93
Porciúncula;Noroeste Fluminense;2015;0;0;0;0;0;0;1;8;2;8;5;3;0;1;7;0;1;0;84
Porto Real;Sul Fluminense;2015;1;0;0;1;0;1;3;18;2;4;3;1;0;1;5;0;1;0;80
Quatis;Sul Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Queimados;Metropolitana do Rio de Janeiro;2015;10;0;0;10;0;10;9;96;8;16;2;11;3;7;22;7;24;0;531
Quissamã;Norte Fluminense;2015;0;0;0;0;0;0;0;9;1;0;0;0;0;2;0;0;1;0;53
Resende;Sul Fluminense;2015;1;0;0;1;0;1;2;72;4;13;5;8;0;2;32;7;10;0;443
Rio Bonito;Baixadas Litorâneas;2015;0;0;0;0;0;0;1;19;2;7;6;3;0;6;13;0;1;0;149
Rio Claro;Sul Fluminense;2015;0;0;0;0;0;0;1;2;0;2;1;1;0;1;0;0;0;0;42
Rio das Flores;Sul Fluminense;2015;0;0;0;0;0;0;0;7;0;2;1;1;0;0;1;0;0;0;24
Rio das Ostras;Baixadas Litorâneas;2015;3;0;0;3;0;3;3;62;3;19;7;10;4;7;31;10;9;0;503
Rio de Janeiro;Metropolitana do Rio de Janeiro;2015;86;1;3;90;25;115;204;2389;151;778;363;338;88;832;1130;360;661;35;29953
Santa Maria Madalena;Norte Fluminense;2015;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;23
Santo Antônio de Pádua;Noroeste Fluminense;2015;2;0;0;2;0;2;1;15;1;16;13;3;0;1;8;5;4;0;195
São Francisco de Itabapoana;Norte Fluminense;2015;0;0;0;0;0;0;3;11;0;6;4;1;1;2;4;0;0;0;89
São Fidélis;Norte Fluminense;2015;1;0;0;1;0;1;0;7;0;8;6;2;0;1;11;0;27;0;101
São Gonçalo;Metropolitana do Rio de Janeiro;2015;19;0;4;23;4;27;20;326;25;117;9;101;8;202;198;63;66;2;3469
São João da Barra;Norte Fluminense;2015;0;0;0;0;0;0;0;21;2;5;3;1;1;1;9;0;0;0;138
São João de Meriti;Metropolitana do Rio de Janeiro;2015;7;1;0;8;2;10;3;179;12;27;2;22;4;94;54;24;29;2;1567
São José de Ubá;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Vale do Rio Preto;Centro Fluminense;2015;0;0;0;0;0;0;0;7;0;1;1;0;0;0;2;0;2;0;34
São Pedro da Aldeia;Baixadas Litorâneas;2015;7;0;0;7;0;7;0;44;5;28;17;9;3;3;17;5;13;0;282
São Sebastião do Alto;Centro Fluminense;2015;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;2;0;19
Sapucaia;Centro Fluminense;2015;0;0;0;0;0;0;0;8;1;1;0;1;0;3;3;1;2;0;57
Saquarema;Baixadas Litorâneas;2015;1;0;0;1;0;1;1;32;1;7;4;3;0;2;4;0;4;0;263
Seropédica;Metropolitana do Rio de Janeiro;2015;3;0;0;3;0;3;1;41;5;13;2;11;1;7;21;3;9;1;257
Silva Jardim;Baixadas Litorâneas;2015;0;0;0;0;0;0;0;10;1;2;0;2;0;1;4;0;2;0;61
Sumidouro;Centro Fluminense;2015;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;29
Tanguá;Metropolitana do Rio de Janeiro;2015;0;0;1;1;0;1;0;13;2;6;2;3;1;1;5;1;5;0;76
Teresópolis;Centro Fluminense;2015;1;0;0;1;0;1;5;100;2;44;20;24;2;5;74;6;19;0;583
Trajano de Moraes;Centro Fluminense;2015;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;0;35
Três Rios;Centro Fluminense;2015;1;0;0;1;0;1;1;35;5;49;39;11;0;3;26;0;13;0;365
Valença;Sul Fluminense;2015;2;0;0;2;0;2;1;42;2;16;9;6;1;1;6;0;8;0;169
Varre-Sai;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vassouras;Centro Fluminense;2015;2;0;0;2;0;2;0;11;6;2;2;0;0;0;0;0;2;0;74
Volta Redonda;Sul Fluminense;2015;2;0;0;2;0;2;6;79;5;57;14;44;1;7;74;21;48;1;775
Angra dos Reis;Sul Fluminense;2015;13;0;0;13;2;15;22;77;11;33;11;16;6;4;35;10;10;0;463
Aperibé;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Araruama;Baixadas Litorâneas;2015;4;0;0;4;0;4;2;44;1;16;7;4;5;4;30;3;1;1;396
Areal;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Armação dos Búzios;Baixadas Litorâneas;2015;2;0;0;2;0;2;1;17;2;10;7;3;0;5;11;0;8;2;230
Arraial do Cabo;Baixadas Litorâneas;2015;1;0;0;1;0;1;1;17;1;7;3;2;2;2;8;1;1;0;121
Barra do Piraí;Sul Fluminense;2015;0;0;0;0;0;0;1;39;0;16;10;5;1;0;11;2;6;0;185
Barra Mansa;Sul Fluminense;2015;2;0;0;2;0;2;3;63;1;15;3;12;0;4;46;27;25;0;382
Belford Roxo;Metropolitana do Rio de Janeiro;2015;13;0;0;13;2;15;8;131;12;45;3;39;4;58;51;26;53;0;1021
Bom Jardim;Centro Fluminense;2015;0;0;0;0;0;0;0;13;0;1;1;0;0;0;0;0;4;0;45
Bom Jesus do Itabapoana;Noroeste Fluminense;2015;0;0;0;0;0;0;3;19;0;4;4;0;0;0;2;1;4;0;101
Cabo Frio;Baixadas Litorâneas;2015;13;0;0;13;0;13;8;67;5;84;18;63;9;4;67;27;13;0;642
Cachoeiras de Macacu;Centro Fluminense;2015;1;0;0;1;0;1;0;24;0;11;8;2;1;1;8;1;1;0;142
Cambuci;Noroeste Fluminense;2015;0;0;0;0;0;0;0;1;0;4;1;2;1;0;2;0;2;0;39
Carapebus;Norte Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comendador Levy Gasparian;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Campos dos Goytacazes;Norte Fluminense;2015;17;0;0;17;0;17;20;122;12;100;30;60;10;25;132;33;48;4;1232
Cantagalo;Centro Fluminense;2015;0;0;0;0;0;0;0;16;0;7;4;3;0;0;3;0;2;0;65
Cardoso Moreira;Norte Fluminense;2015;0;0;0;0;0;0;0;4;0;11;7;4;0;0;4;0;5;0;75
Carmo;Centro Fluminense;2015;0;0;0;0;0;0;0;21;0;1;1;1;0;1;3;0;1;0;77
Casimiro de Abreu;Baixadas Litorâneas;2015;1;0;1;2;0;2;2;15;4;9;3;5;1;3;5;0;1;0;116
Conceição de Macabu;Norte Fluminense;2015;0;0;0;0;0;0;2;6;0;6;2;4;0;4;2;1;0;1;61
Cordeiro;Centro Fluminense;2015;0;0;0;0;0;0;0;10;0;4;4;0;0;0;2;1;2;0;99
Duas Barras;Centro Fluminense;2015;0;0;0;0;0;0;1;3;1;1;1;0;0;2;0;0;0;0;31
Duque de Caxias;Metropolitana do Rio de Janeiro;2015;22;0;0;22;7;29;41;285;23;66;7;56;6;174;125;44;94;4;3165
Engenheiro Paulo de Frontin;Sul Fluminense;2015;0;0;0;0;0;0;0;13;0;2;2;0;0;0;0;0;1;0;40
Guapimirim;Metropolitana do Rio de Janeiro;2015;2;0;0;2;0;2;0;33;4;4;2;2;0;8;7;0;1;0;152
Iguaba Grande;Baixadas Litorâneas;2015;0;0;0;0;0;0;1;19;0;2;1;1;0;3;3;1;1;0;106
Itaboraí;Metropolitana do Rio de Janeiro;2015;3;0;0;3;0;3;10;66;7;35;10;25;2;13;41;24;21;1;649
Itaguaí;Metropolitana do Rio de Janeiro;2015;6;0;0;6;0;6;12;35;4;10;1;10;0;27;19;8;19;1;526
Italva;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itaocara;Noroeste Fluminense;2015;0;0;0;0;0;0;0;9;1;19;15;4;0;0;7;1;1;0;77
Itaperuna;Noroeste Fluminense;2015;0;0;0;0;0;0;1;60;1;53;39;19;1;0;29;10;5;1;326
Itatiaia;Sul Fluminense;2015;0;0;0;0;0;0;5;23;0;120;113;7;0;2;16;0;2;2;263
Japeri;Metropolitana do Rio de Janeiro;2015;6;0;0;6;0;6;9;40;7;25;5;11;9;12;14;4;83;0;340
Laje do Muriaé;Noroeste Fluminense;2015;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;20
Macaé;Norte Fluminense;2015;5;0;0;5;0;5;7;87;4;40;13;27;2;16;50;15;9;1;805
Macuco;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Magé;Metropolitana do Rio de Janeiro;2015;10;0;0;10;0;10;4;121;7;11;3;7;1;10;25;8;16;0;620
Mangaratiba;Sul Fluminense;2015;2;0;0;2;0;2;0;16;3;3;1;2;0;2;9;3;2;0;151
Maricá;Metropolitana do Rio de Janeiro;2015;3;0;0;3;0;3;3;63;6;15;5;8;3;15;18;7;6;1;546
Mendes;Sul Fluminense;2015;0;0;0;0;0;0;0;4;2;4;3;1;0;1;0;2;0;0;39
Mesquita;Metropolitana do Rio de Janeiro;2015;2;0;0;2;4;6;8;74;5;18;2;13;6;21;21;5;87;0;741
Miguel Pereira;Sul Fluminense;2015;0;0;0;0;0;0;0;17;2;4;3;1;0;1;1;0;2;0;119
Miracema;Noroeste Fluminense;2015;0;0;0;0;0;0;3;15;0;20;14;5;1;0;7;1;2;0;78
Natividade;Noroeste Fluminense;2015;0;0;0;0;0;0;0;14;0;2;1;1;0;0;6;0;1;1;57
Nilópolis;Metropolitana do Rio de Janeiro;2015;4;0;0;4;0;4;13;55;3;10;5;6;0;20;13;6;9;0;646
Niterói;Metropolitana do Rio de Janeiro;2015;5;0;0;5;2;7;19;217;10;71;12;58;3;88;114;42;64;16;2343
Nova Friburgo;Centro Fluminense;2015;1;0;0;1;0;1;2;93;4;49;16;31;2;7;53;11;9;1;627
Nova Iguaçu;Metropolitana do Rio de Janeiro;2015;29;0;0;29;0;29;16;294;28;44;4;36;5;103;97;31;160;2;2841
Paracambi;Metropolitana do Rio de Janeiro;2015;1;0;0;1;0;1;3;14;3;6;4;1;1;2;7;3;0;1;111
Paraíba do Sul;Centro Fluminense;2015;0;0;0;0;0;0;0;18;2;14;13;1;0;0;5;0;14;0;90
Paraty;Sul Fluminense;2015;2;0;0;2;0;2;3;13;3;5;4;1;0;0;6;0;5;0;170
Paty do Alferes;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Petrópolis;Centro Fluminense;2015;1;0;0;1;0;1;0;130;1;50;22;26;3;12;51;9;66;5;807
Pinheiral;Sul Fluminense;2015;0;0;0;0;0;0;1;7;0;4;4;0;0;0;2;0;0;0;55
Piraí;Sul Fluminense;2015;1;0;0;1;0;1;0;14;1;12;2;10;0;2;12;2;0;0;77
Porciúncula;Noroeste Fluminense;2015;0;0;0;0;0;0;1;17;0;5;4;0;1;0;4;0;2;0;67
Porto Real;Sul Fluminense;2015;0;0;0;0;0;0;1;10;1;8;1;7;0;0;9;1;7;1;89
Quatis;Sul Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Queimados;Metropolitana do Rio de Janeiro;2015;2;0;0;2;1;3;16;92;2;9;2;7;0;7;24;7;8;0;488
Quissamã;Norte Fluminense;2015;0;0;0;0;0;0;1;9;0;0;0;0;0;0;1;0;1;0;70
Resende;Sul Fluminense;2015;5;0;0;5;0;5;9;50;3;20;7;12;1;6;38;13;23;6;452
Rio Bonito;Baixadas Litorâneas;2015;2;0;0;2;0;2;0;24;1;13;6;6;1;4;11;2;4;0;151
Rio Claro;Sul Fluminense;2015;0;0;0;0;0;0;1;3;1;4;2;1;1;2;1;0;0;0;59
Rio das Flores;Sul Fluminense;2015;0;0;0;0;0;0;0;6;0;2;1;1;0;0;0;0;2;0;29
Rio das Ostras;Baixadas Litorâneas;2015;5;0;0;5;0;5;6;52;3;23;5;17;1;8;37;5;10;0;495
Rio de Janeiro;Metropolitana do Rio de Janeiro;2015;96;0;4;100;33;133;271;2463;136;718;346;287;87;865;1073;359;517;30;30945
Santa Maria Madalena;Norte Fluminense;2015;0;0;0;0;0;0;0;6;0;0;0;0;0;0;3;0;1;0;24
Santo Antônio de Pádua;Noroeste Fluminense;2015;1;0;0;1;0;1;5;21;1;19;12;5;2;2;15;3;4;1;166
São Francisco de Itabapoana;Norte Fluminense;2015;0;0;0;0;0;0;0;8;1;6;4;0;2;2;0;0;9;0;80
São Fidélis;Norte Fluminense;2015;0;0;0;0;0;0;0;6;0;5;3;0;2;1;4;0;3;0;76
São Gonçalo;Metropolitana do Rio de Janeiro;2015;31;0;1;32;4;36;12;265;20;117;9;104;6;194;197;61;66;3;3350
São João da Barra;Norte Fluminense;2015;2;0;0;2;0;2;0;10;0;6;3;3;0;3;8;0;1;0;119
São João de Meriti;Metropolitana do Rio de Janeiro;2015;16;0;0;16;3;19;14;166;7;34;5;26;4;56;47;21;23;0;1558
São José de Ubá;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Vale do Rio Preto;Centro Fluminense;2015;0;0;0;0;0;0;1;7;0;1;1;0;0;0;1;0;2;0;47
São Pedro da Aldeia;Baixadas Litorâneas;2015;4;0;0;4;0;4;5;30;4;19;16;2;2;2;6;2;15;3;259
São Sebastião do Alto;Centro Fluminense;2015;1;0;0;1;0;1;1;2;0;0;0;0;0;0;3;0;0;0;15
Sapucaia;Centro Fluminense;2015;0;0;0;0;0;0;0;14;2;2;2;0;0;1;4;0;5;0;72
Saquarema;Baixadas Litorâneas;2015;3;0;0;3;0;3;2;30;1;7;5;1;1;5;16;3;4;0;297
Seropédica;Metropolitana do Rio de Janeiro;2015;6;0;0;6;0;6;6;28;1;9;3;6;0;21;14;1;7;1;254
Silva Jardim;Baixadas Litorâneas;2015;1;0;0;1;0;1;0;5;2;5;1;3;1;1;11;0;0;0;49
Sumidouro;Centro Fluminense;2015;0;0;0;0;0;0;0;3;0;2;1;1;0;0;1;0;3;0;40
Tanguá;Metropolitana do Rio de Janeiro;2015;1;0;0;1;0;1;0;13;0;7;2;5;1;1;2;0;2;0;72
Teresópolis;Centro Fluminense;2015;0;0;0;0;0;0;2;75;7;33;16;17;1;7;52;11;22;1;585
Trajano de Moraes;Centro Fluminense;2015;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;13
Três Rios;Centro Fluminense;2015;0;0;0;0;0;0;3;59;7;33;20;14;0;2;18;5;17;1;347
Valença;Sul Fluminense;2015;0;0;0;0;0;0;1;27;0;15;8;6;1;0;9;0;8;0;131
Varre-Sai;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vassouras;Centro Fluminense;2015;0;0;0;0;0;0;1;11;3;5;4;1;0;0;3;1;1;0;59
Volta Redonda;Sul Fluminense;2015;3;0;0;3;0;3;4;92;4;37;10;24;4;3;71;7;37;1;759
Angra dos Reis;Sul Fluminense;2015;15;0;0;15;4;19;10;78;3;46;21;25;1;8;44;7;14;1;490
Aperibé;Noroeste Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Araruama;Baixadas Litorâneas;2015;5;0;0;5;1;6;9;65;3;20;10;6;4;10;23;1;10;1;402
Areal;Centro Fluminense;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Armação dos Búzios;Baixadas Litorâneas;2015;0;0;0;0;0;0;1;21;2;12;5;6;1;2;11;8;7;0;250
Arraial do Cabo;Baixadas Litorâneas;2015;0;0;0;0;0;0;1;21;4;8;3;3;2;0;3;1;1;0;114
Barra do Piraí;Sul Fluminense;2015;0;0;0;0;0;0;2;43;6;17;8;6;4;2;21;2;6;0;222
Barra Mansa;Sul Fluminense;2015;6;0;0;6;0;6;1;66;6;38;13;24;3;9;58;5;26;3;470
Belford Roxo;Metropolitana do Rio de Janeiro;2015;13;0;0;13;5;18;11;138;13;40;3;34;3;71;54;25;46;1;1063
Bom Jardim;Centro Fluminense;2015;0;0;0;0;0;0;1;13;0;4;2;1;1;0;6;0;4;0;60
Bom Jesus do Itabapoana;Noroeste Fluminense;2015;1;0;0;1;0;1;2;39;0;9;8;2;0;0;7;2;3;0;130
Cabo Frio;Baixadas Litorâneas;2015;11;0;0;11;0;11;5;80;6;91;21;71;4;9;69;39;24;6;750
